Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
15 ani, Masculin, Total, Botosani, Anul 2022, Numar persoane, 2662
15 ani, Masculin, Total, Botosani, Anul 2023, Numar persoane, 2638
15 ani, Masculin, Total, Iasi, Anul 2021, Numar persoane, 5160
15 ani, Masculin, Total, Iasi, Anul 2022, Numar persoane, 5465
15 ani, Masculin, Total, Iasi, Anul 2023, Numar persoane, 5625
15 ani, Masculin, Total, Neamt, Anul 2021, Numar persoane, 2836
15 ani, Masculin, Total, Neamt, Anul 2022, Numar persoane, 2896
15 ani, Masculin, Total, Neamt, Anul 2023, Numar persoane, 2885
15 ani, Masculin, Total, Suceava, Anul 2021, Numar persoane, 4253
15 ani, Masculin, Total, Suceava, Anul 2022, Numar persoane, 4319
15 ani, Masculin, Total, Suceava, Anul 2023, Numar persoane, 4504
15 ani, Masculin, Total, Vaslui, Anul 2021, Numar persoane, 2691
15 ani, Masculin, Total, Vaslui, Anul 2022, Numar persoane, 2890
15 ani, Masculin, Total, Vaslui, Anul 2023, Numar persoane, 2925
15 ani, Masculin, Total, Braila, Anul 2021, Numar persoane, 1656
15 ani, Masculin, Total, Braila, Anul 2022, Numar persoane, 1623
15 ani, Masculin, Total, Braila, Anul 2023, Numar persoane, 1608
15 ani, Masculin, Total, Buzau, Anul 2021, Numar persoane, 2409
15 ani, Masculin, Total, Buzau, Anul 2022, Numar persoane, 2441
15 ani, Masculin, Total, Buzau, Anul 2023, Numar persoane, 2449
15 ani, Masculin, Total, Constanta, Anul 2021, Numar persoane, 3803
15 ani, Masculin, Total, Constanta, Anul 2022, Numar persoane, 3932
15 ani, Masculin, Total, Constanta, Anul 2023, Numar persoane, 4162
15 ani, Masculin, Total, Galati, Anul 2021, Numar persoane, 2995
15 ani, Masculin, Total, Galati, Anul 2022, Numar persoane, 3075
15 ani, Masculin, Total, Galati, Anul 2023, Numar persoane, 3060
15 ani, Masculin, Total, Tulcea, Anul 2021, Numar persoane, 1156
15 ani, Masculin, Total, Tulcea, Anul 2022, Numar persoane, 1182
15 ani, Masculin, Total, Tulcea, Anul 2023, Numar persoane, 1212
15 ani, Masculin, Total, Vrancea, Anul 2021, Numar persoane, 2047
15 ani, Masculin, Total, Vrancea, Anul 2022, Numar persoane, 2126
15 ani, Masculin, Total, Vrancea, Anul 2023, Numar persoane, 2179
15 ani, Masculin, Total, Arges, Anul 2021, Numar persoane, 3041
15 ani, Masculin, Total, Arges, Anul 2022, Numar persoane, 3043
15 ani, Masculin, Total, Arges, Anul 2023, Numar persoane, 3099
15 ani, Masculin, Total, Calarasi, Anul 2021, Numar persoane, 1877
15 ani, Masculin, Total, Calarasi, Anul 2022, Numar persoane, 1843
15 ani, Masculin, Total, Calarasi, Anul 2023, Numar persoane, 1829
15 ani, Masculin, Total, Dambovita, Anul 2021, Numar persoane, 2820
15 ani, Masculin, Total, Dambovita, Anul 2022, Numar persoane, 2763
15 ani, Masculin, Total, Dambovita, Anul 2023, Numar persoane, 2780
15 ani, Masculin, Total, Giurgiu, Anul 2021, Numar persoane, 1445
15 ani, Masculin, Total, Giurgiu, Anul 2022, Numar persoane, 1445
15 ani, Masculin, Total, Giurgiu, Anul 2023, Numar persoane, 1524
15 ani, Masculin, Total, Ialomita, Anul 2021, Numar persoane, 1649
15 ani, Masculin, Total, Ialomita, Anul 2022, Numar persoane, 1675
15 ani, Masculin, Total, Ialomita, Anul 2023, Numar persoane, 1703
15 ani, Masculin, Total, Prahova, Anul 2021, Numar persoane, 3992
15 ani, Masculin, Total, Prahova, Anul 2022, Numar persoane, 3981
15 ani, Masculin, Total, Prahova, Anul 2023, Numar persoane, 3957
15 ani, Masculin, Total, Teleorman, Anul 2021, Numar persoane, 1794
15 ani, Masculin, Total, Teleorman, Anul 2022, Numar persoane, 1731
15 ani, Masculin, Total, Teleorman, Anul 2023, Numar persoane, 1738
15 ani, Masculin, Total, Ilfov, Anul 2021, Numar persoane, 3006
15 ani, Masculin, Total, Ilfov, Anul 2022, Numar persoane, 3159
15 ani, Masculin, Total, Ilfov, Anul 2023, Numar persoane, 3426
15 ani, Masculin, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 8003
15 ani, Masculin, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 8391
15 ani, Masculin, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 8803
15 ani, Masculin, Total, Dolj, Anul 2021, Numar persoane, 3203
15 ani, Masculin, Total, Dolj, Anul 2022, Numar persoane, 3221
15 ani, Masculin, Total, Dolj, Anul 2023, Numar persoane, 3338
15 ani, Masculin, Total, Gorj, Anul 2021, Numar persoane, 1739
15 ani, Masculin, Total, Gorj, Anul 2022, Numar persoane, 1673
15 ani, Masculin, Total, Gorj, Anul 2023, Numar persoane, 1665
15 ani, Masculin, Total, Mehedinti, Anul 2021, Numar persoane, 1320
15 ani, Masculin, Total, Mehedinti, Anul 2022, Numar persoane, 1291
15 ani, Masculin, Total, Mehedinti, Anul 2023, Numar persoane, 1293
15 ani, Masculin, Total, Olt, Anul 2021, Numar persoane, 2136
15 ani, Masculin, Total, Olt, Anul 2022, Numar persoane, 2092
15 ani, Masculin, Total, Olt, Anul 2023, Numar persoane, 2074
15 ani, Masculin, Total, Valcea, Anul 2021, Numar persoane, 1859
15 ani, Masculin, Total, Valcea, Anul 2022, Numar persoane, 1838
15 ani, Masculin, Total, Valcea, Anul 2023, Numar persoane, 1799
15 ani, Masculin, Total, Arad, Anul 2021, Numar persoane, 2305
15 ani, Masculin, Total, Arad, Anul 2022, Numar persoane, 2331
15 ani, Masculin, Total, Arad, Anul 2023, Numar persoane, 2439
15 ani, Masculin, Total, Caras-Severin, Anul 2021, Numar persoane, 1470
15 ani, Masculin, Total, Caras-Severin, Anul 2022, Numar persoane, 1413
15 ani, Masculin, Total, Caras-Severin, Anul 2023, Numar persoane, 1390
15 ani, Masculin, Total, Hunedoara, Anul 2021, Numar persoane, 2007
15 ani, Masculin, Total, Hunedoara, Anul 2022, Numar persoane, 1969
15 ani, Masculin, Total, Hunedoara, Anul 2023, Numar persoane, 1946
15 ani, Masculin, Total, Timis, Anul 2021, Numar persoane, 3344
15 ani, Masculin, Total, Timis, Anul 2022, Numar persoane, 3447
15 ani, Masculin, Total, Timis, Anul 2023, Numar persoane, 3508
15 ani, Masculin, Urban, Bihor, Anul 2021, Numar persoane, 1409
15 ani, Masculin, Urban, Bihor, Anul 2022, Numar persoane, 1395
15 ani, Masculin, Urban, Bihor, Anul 2023, Numar persoane, 1393
15 ani, Masculin, Urban, Bistrita-Nasaud, Anul 2021, Numar persoane, 628
15 ani, Masculin, Urban, Bistrita-Nasaud, Anul 2022, Numar persoane, 653
15 ani, Masculin, Urban, Bistrita-Nasaud, Anul 2023, Numar persoane, 708
15 ani, Masculin, Urban, Cluj, Anul 2021, Numar persoane, 1997
15 ani, Masculin, Urban, Cluj, Anul 2022, Numar persoane, 2004
15 ani, Masculin, Urban, Cluj, Anul 2023, Numar persoane, 2013
15 ani, Masculin, Urban, Maramures, Anul 2021, Numar persoane, 1549
15 ani, Masculin, Urban, Maramures, Anul 2022, Numar persoane, 1518
15 ani, Masculin, Urban, Maramures, Anul 2023, Numar persoane, 1551
15 ani, Masculin, Urban, Satu Mare, Anul 2021, Numar persoane, 814
15 ani, Masculin, Urban, Satu Mare, Anul 2022, Numar persoane, 823
15 ani, Masculin, Urban, Satu Mare, Anul 2023, Numar persoane, 838
15 ani, Masculin, Urban, Salaj, Anul 2021, Numar persoane, 485
15 ani, Masculin, Urban, Salaj, Anul 2022, Numar persoane, 501
15 ani, Masculin, Urban, Salaj, Anul 2023, Numar persoane, 509
15 ani, Masculin, Urban, Alba, Anul 2021, Numar persoane, 1021
15 ani, Masculin, Urban, Alba, Anul 2022, Numar persoane, 1050
15 ani, Masculin, Urban, Alba, Anul 2023, Numar persoane, 1114
15 ani, Masculin, Urban, Brasov, Anul 2021, Numar persoane, 1943
15 ani, Masculin, Urban, Brasov, Anul 2022, Numar persoane, 1997
15 ani, Masculin, Urban, Brasov, Anul 2023, Numar persoane, 2102
15 ani, Masculin, Urban, Covasna, Anul 2021, Numar persoane, 592
15 ani, Masculin, Urban, Covasna, Anul 2022, Numar persoane, 565
15 ani, Masculin, Urban, Covasna, Anul 2023, Numar persoane, 546
15 ani, Masculin, Urban, Harghita, Anul 2021, Numar persoane, 741
15 ani, Masculin, Urban, Harghita, Anul 2022, Numar persoane, 727
15 ani, Masculin, Urban, Harghita, Anul 2023, Numar persoane, 704
15 ani, Masculin, Urban, Mures, Anul 2021, Numar persoane, 1480
15 ani, Masculin, Urban, Mures, Anul 2022, Numar persoane, 1454
15 ani, Masculin, Urban, Mures, Anul 2023, Numar persoane, 1427
15 ani, Masculin, Urban, Sibiu, Anul 2021, Numar persoane, 1296
15 ani, Masculin, Urban, Sibiu, Anul 2022, Numar persoane, 1285
15 ani, Masculin, Urban, Sibiu, Anul 2023, Numar persoane, 1366
15 ani, Masculin, Urban, Bacau, Anul 2021, Numar persoane, 1548
15 ani, Masculin, Urban, Bacau, Anul 2022, Numar persoane, 1660
15 ani, Masculin, Urban, Bacau, Anul 2023, Numar persoane, 1667
15 ani, Masculin, Urban, Botosani, Anul 2021, Numar persoane, 990
15 ani, Masculin, Urban, Botosani, Anul 2022, Numar persoane, 1031
15 ani, Masculin, Urban, Botosani, Anul 2023, Numar persoane, 1045
15 ani, Masculin, Urban, Iasi, Anul 2021, Numar persoane, 1913
15 ani, Masculin, Urban, Iasi, Anul 2022, Numar persoane, 2203
15 ani, Masculin, Urban, Iasi, Anul 2023, Numar persoane, 2286
15 ani, Masculin, Urban, Neamt, Anul 2021, Numar persoane, 908
15 ani, Masculin, Urban, Neamt, Anul 2022, Numar persoane, 959
15 ani, Masculin, Urban, Neamt, Anul 2023, Numar persoane, 990
15 ani, Masculin, Urban, Suceava, Anul 2021, Numar persoane, 1579
15 ani, Masculin, Urban, Suceava, Anul 2022, Numar persoane, 1604
15 ani, Masculin, Urban, Suceava, Anul 2023, Numar persoane, 1691
15 ani, Masculin, Urban, Vaslui, Anul 2021, Numar persoane, 1076
15 ani, Masculin, Urban, Vaslui, Anul 2022, Numar persoane, 1181
15 ani, Masculin, Urban, Vaslui, Anul 2023, Numar persoane, 1229
15 ani, Masculin, Urban, Braila, Anul 2021, Numar persoane, 976
15 ani, Masculin, Urban, Braila, Anul 2022, Numar persoane, 951
15 ani, Masculin, Urban, Braila, Anul 2023, Numar persoane, 957
15 ani, Masculin, Urban, Buzau, Anul 2021, Numar persoane, 925
15 ani, Masculin, Urban, Buzau, Anul 2022, Numar persoane, 951
15 ani, Masculin, Urban, Buzau, Anul 2023, Numar persoane, 963
15 ani, Masculin, Urban, Constanta, Anul 2021, Numar persoane, 2255
15 ani, Masculin, Urban, Constanta, Anul 2022, Numar persoane, 2381
15 ani, Masculin, Urban, Constanta, Anul 2023, Numar persoane, 2518
15 ani, Masculin, Urban, Galati, Anul 2021, Numar persoane, 1451
15 ani, Masculin, Urban, Galati, Anul 2022, Numar persoane, 1490
15 ani, Masculin, Urban, Galati, Anul 2023, Numar persoane, 1497
15 ani, Masculin, Urban, Tulcea, Anul 2021, Numar persoane, 552
15 ani, Masculin, Urban, Tulcea, Anul 2022, Numar persoane, 540
15 ani, Masculin, Urban, Tulcea, Anul 2023, Numar persoane, 557
15 ani, Masculin, Urban, Vrancea, Anul 2021, Numar persoane, 677
15 ani, Masculin, Urban, Vrancea, Anul 2022, Numar persoane, 711
15 ani, Masculin, Urban, Vrancea, Anul 2023, Numar persoane, 739
15 ani, Masculin, Urban, Arges, Anul 2021, Numar persoane, 1306
15 ani, Masculin, Urban, Arges, Anul 2022, Numar persoane, 1354
15 ani, Masculin, Urban, Arges, Anul 2023, Numar persoane, 1407
15 ani, Masculin, Urban, Calarasi, Anul 2021, Numar persoane, 681
15 ani, Masculin, Urban, Calarasi, Anul 2022, Numar persoane, 682
15 ani, Masculin, Urban, Calarasi, Anul 2023, Numar persoane, 679
15 ani, Masculin, Urban, Dambovita, Anul 2021, Numar persoane, 756
15 ani, Masculin, Urban, Dambovita, Anul 2022, Numar persoane, 730
15 ani, Masculin, Urban, Dambovita, Anul 2023, Numar persoane, 731
15 ani, Masculin, Urban, Giurgiu, Anul 2021, Numar persoane, 424
15 ani, Masculin, Urban, Giurgiu, Anul 2022, Numar persoane, 423
15 ani, Masculin, Urban, Giurgiu, Anul 2023, Numar persoane, 416
15 ani, Masculin, Urban, Ialomita, Anul 2021, Numar persoane, 755
15 ani, Masculin, Urban, Ialomita, Anul 2022, Numar persoane, 782
15 ani, Masculin, Urban, Ialomita, Anul 2023, Numar persoane, 801
15 ani, Masculin, Urban, Prahova, Anul 2021, Numar persoane, 1762
15 ani, Masculin, Urban, Prahova, Anul 2022, Numar persoane, 1791
15 ani, Masculin, Urban, Prahova, Anul 2023, Numar persoane, 1812
15 ani, Masculin, Urban, Teleorman, Anul 2021, Numar persoane, 644
15 ani, Masculin, Urban, Teleorman, Anul 2022, Numar persoane, 648
15 ani, Masculin, Urban, Teleorman, Anul 2023, Numar persoane, 646
15 ani, Masculin, Urban, Ilfov, Anul 2021, Numar persoane, 1311
15 ani, Masculin, Urban, Ilfov, Anul 2022, Numar persoane, 1382
15 ani, Masculin, Urban, Ilfov, Anul 2023, Numar persoane, 1546
15 ani, Masculin, Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 8003
15 ani, Masculin, Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 8391
15 ani, Masculin, Urban, Municipiul Bucuresti, Anul 2023, Numar persoane, 8803
15 ani, Masculin, Urban, Dolj, Anul 2021, Numar persoane, 1630
15 ani, Masculin, Urban, Dolj, Anul 2022, Numar persoane, 1669
15 ani, Masculin, Urban, Dolj, Anul 2023, Numar persoane, 1699
15 ani, Masculin, Urban, Gorj, Anul 2021, Numar persoane, 798
15 ani, Masculin, Urban, Gorj, Anul 2022, Numar persoane, 769
15 ani, Masculin, Urban, Gorj, Anul 2023, Numar persoane, 782
15 ani, Masculin, Urban, Mehedinti, Anul 2021, Numar persoane, 623
15 ani, Masculin, Urban, Mehedinti, Anul 2022, Numar persoane, 604
15 ani, Masculin, Urban, Mehedinti, Anul 2023, Numar persoane, 570
15 ani, Masculin, Urban, Olt, Anul 2021, Numar persoane, 928
15 ani, Masculin, Urban, Olt, Anul 2022, Numar persoane, 948
15 ani, Masculin, Urban, Olt, Anul 2023, Numar persoane, 944
15 ani, Masculin, Urban, Valcea, Anul 2021, Numar persoane, 910
15 ani, Masculin, Urban, Valcea, Anul 2022, Numar persoane, 882
15 ani, Masculin, Urban, Valcea, Anul 2023, Numar persoane, 842
15 ani, Masculin, Urban, Arad, Anul 2021, Numar persoane, 1148
15 ani, Masculin, Urban, Arad, Anul 2022, Numar persoane, 1172
15 ani, Masculin, Urban, Arad, Anul 2023, Numar persoane, 1252
15 ani, Masculin, Urban, Caras-Severin, Anul 2021, Numar persoane, 827
15 ani, Masculin, Urban, Caras-Severin, Anul 2022, Numar persoane, 788
15 ani, Masculin, Urban, Caras-Severin, Anul 2023, Numar persoane, 757
15 ani, Masculin, Urban, Hunedoara, Anul 2021, Numar persoane, 1549
15 ani, Masculin, Urban, Hunedoara, Anul 2022, Numar persoane, 1514
15 ani, Masculin, Urban, Hunedoara, Anul 2023, Numar persoane, 1504
15 ani, Masculin, Urban, Timis, Anul 2021, Numar persoane, 1578
15 ani, Masculin, Urban, Timis, Anul 2022, Numar persoane, 1669
15 ani, Masculin, Urban, Timis, Anul 2023, Numar persoane, 1675
15 ani, Masculin, Rural, Bihor, Anul 2021, Numar persoane, 1941
15 ani, Masculin, Rural, Bihor, Anul 2022, Numar persoane, 1905
15 ani, Masculin, Rural, Bihor, Anul 2023, Numar persoane, 1910
15 ani, Masculin, Rural, Bistrita-Nasaud, Anul 2021, Numar persoane, 1140
15 ani, Masculin, Rural, Bistrita-Nasaud, Anul 2022, Numar persoane, 1167
15 ani, Masculin, Rural, Bistrita-Nasaud, Anul 2023, Numar persoane, 1173
15 ani, Masculin, Rural, Cluj, Anul 2021, Numar persoane, 1395
15 ani, Masculin, Rural, Cluj, Anul 2022, Numar persoane, 1396
15 ani, Masculin, Rural, Cluj, Anul 2023, Numar persoane, 1439
15 ani, Masculin, Rural, Maramures, Anul 2021, Numar persoane, 1189
15 ani, Masculin, Rural, Maramures, Anul 2022, Numar persoane, 1210
15 ani, Masculin, Rural, Maramures, Anul 2023, Numar persoane, 1233
15 ani, Masculin, Rural, Satu Mare, Anul 2021, Numar persoane, 1280
15 ani, Masculin, Rural, Satu Mare, Anul 2022, Numar persoane, 1217
15 ani, Masculin, Rural, Satu Mare, Anul 2023, Numar persoane, 1249
15 ani, Masculin, Rural, Salaj, Anul 2021, Numar persoane, 722
15 ani, Masculin, Rural, Salaj, Anul 2022, Numar persoane, 743
15 ani, Masculin, Rural, Salaj, Anul 2023, Numar persoane, 785
15 ani, Masculin, Rural, Alba, Anul 2021, Numar persoane, 767
15 ani, Masculin, Rural, Alba, Anul 2022, Numar persoane, 760
15 ani, Masculin, Rural, Alba, Anul 2023, Numar persoane, 772
15 ani, Masculin, Rural, Brasov, Anul 2021, Numar persoane, 1137
15 ani, Masculin, Rural, Brasov, Anul 2022, Numar persoane, 1177
15 ani, Masculin, Rural, Brasov, Anul 2023, Numar persoane, 1234
15 ani, Masculin, Rural, Covasna, Anul 2021, Numar persoane, 712
15 ani, Masculin, Rural, Covasna, Anul 2022, Numar persoane, 702
15 ani, Masculin, Rural, Covasna, Anul 2023, Numar persoane, 673
15 ani, Masculin, Rural, Harghita, Anul 2021, Numar persoane, 1077
15 ani, Masculin, Rural, Harghita, Anul 2022, Numar persoane, 1091
15 ani, Masculin, Rural, Harghita, Anul 2023, Numar persoane, 1096
15 ani, Masculin, Rural, Mures, Anul 2021, Numar persoane, 1739
15 ani, Masculin, Rural, Mures, Anul 2022, Numar persoane, 1730
15 ani, Masculin, Rural, Mures, Anul 2023, Numar persoane, 1823
15 ani, Masculin, Rural, Sibiu, Anul 2021, Numar persoane, 979
15 ani, Masculin, Rural, Sibiu, Anul 2022, Numar persoane, 990
15 ani, Masculin, Rural, Sibiu, Anul 2023, Numar persoane, 1008
15 ani, Masculin, Rural, Bacau, Anul 2021, Numar persoane, 2423
15 ani, Masculin, Rural, Bacau, Anul 2022, Numar persoane, 2430
15 ani, Masculin, Rural, Bacau, Anul 2023, Numar persoane, 2428
15 ani, Masculin, Rural, Botosani, Anul 2021, Numar persoane, 1681
15 ani, Masculin, Rural, Botosani, Anul 2022, Numar persoane, 1631
15 ani, Masculin, Rural, Botosani, Anul 2023, Numar persoane, 1593
15 ani, Masculin, Rural, Iasi, Anul 2021, Numar persoane, 3247
15 ani, Masculin, Rural, Iasi, Anul 2022, Numar persoane, 3262
15 ani, Masculin, Rural, Iasi, Anul 2023, Numar persoane, 3339
15 ani, Masculin, Rural, Neamt, Anul 2021, Numar persoane, 1928
15 ani, Masculin, Rural, Neamt, Anul 2022, Numar persoane, 1937
15 ani, Masculin, Rural, Neamt, Anul 2023, Numar persoane, 1895
15 ani, Masculin, Rural, Suceava, Anul 2021, Numar persoane, 2674
15 ani, Masculin, Rural, Suceava, Anul 2022, Numar persoane, 2715
15 ani, Masculin, Rural, Suceava, Anul 2023, Numar persoane, 2813
15 ani, Masculin, Rural, Vaslui, Anul 2021, Numar persoane, 1615
15 ani, Masculin, Rural, Vaslui, Anul 2022, Numar persoane, 1709
15 ani, Masculin, Rural, Vaslui, Anul 2023, Numar persoane, 1696
15 ani, Masculin, Rural, Braila, Anul 2021, Numar persoane, 680
15 ani, Masculin, Rural, Braila, Anul 2022, Numar persoane, 672
15 ani, Masculin, Rural, Braila, Anul 2023, Numar persoane, 651
15 ani, Masculin, Rural, Buzau, Anul 2021, Numar persoane, 1484
15 ani, Masculin, Rural, Buzau, Anul 2022, Numar persoane, 1490
15 ani, Masculin, Rural, Buzau, Anul 2023, Numar persoane, 1486
15 ani, Masculin, Rural, Constanta, Anul 2021, Numar persoane, 1548
15 ani, Masculin, Rural, Constanta, Anul 2022, Numar persoane, 1551
15 ani, Masculin, Rural, Constanta, Anul 2023, Numar persoane, 1644
15 ani, Masculin, Rural, Galati, Anul 2021, Numar persoane, 1544
15 ani, Masculin, Rural, Galati, Anul 2022, Numar persoane, 1585
15 ani, Masculin, Rural, Galati, Anul 2023, Numar persoane, 1563
15 ani, Masculin, Rural, Tulcea, Anul 2021, Numar persoane, 604
15 ani, Masculin, Rural, Tulcea, Anul 2022, Numar persoane, 642
15 ani, Masculin, Rural, Tulcea, Anul 2023, Numar persoane, 655
15 ani, Masculin, Rural, Vrancea, Anul 2021, Numar persoane, 1370
15 ani, Masculin, Rural, Vrancea, Anul 2022, Numar persoane, 1415
15 ani, Masculin, Rural, Vrancea, Anul 2023, Numar persoane, 1440
15 ani, Masculin, Rural, Arges, Anul 2021, Numar persoane, 1735
15 ani, Masculin, Rural, Arges, Anul 2022, Numar persoane, 1689
15 ani, Masculin, Rural, Arges, Anul 2023, Numar persoane, 1692
15 ani, Masculin, Rural, Calarasi, Anul 2021, Numar persoane, 1196
15 ani, Masculin, Rural, Calarasi, Anul 2022, Numar persoane, 1161
15 ani, Masculin, Rural, Calarasi, Anul 2023, Numar persoane, 1150
15 ani, Masculin, Rural, Dambovita, Anul 2021, Numar persoane, 2064
15 ani, Masculin, Rural, Dambovita, Anul 2022, Numar persoane, 2033
15 ani, Masculin, Rural, Dambovita, Anul 2023, Numar persoane, 2049
15 ani, Masculin, Rural, Giurgiu, Anul 2021, Numar persoane, 1021
15 ani, Masculin, Rural, Giurgiu, Anul 2022, Numar persoane, 1022
15 ani, Masculin, Rural, Giurgiu, Anul 2023, Numar persoane, 1108
15 ani, Masculin, Rural, Ialomita, Anul 2021, Numar persoane, 894
15 ani, Masculin, Rural, Ialomita, Anul 2022, Numar persoane, 893
15 ani, Masculin, Rural, Ialomita, Anul 2023, Numar persoane, 902
15 ani, Masculin, Rural, Prahova, Anul 2021, Numar persoane, 2230
15 ani, Masculin, Rural, Prahova, Anul 2022, Numar persoane, 2190
15 ani, Masculin, Rural, Prahova, Anul 2023, Numar persoane, 2145
15 ani, Masculin, Rural, Teleorman, Anul 2021, Numar persoane, 1150
15 ani, Masculin, Rural, Teleorman, Anul 2022, Numar persoane, 1083
15 ani, Masculin, Rural, Teleorman, Anul 2023, Numar persoane, 1092
15 ani, Masculin, Rural, Ilfov, Anul 2021, Numar persoane, 1695
15 ani, Masculin, Rural, Ilfov, Anul 2022, Numar persoane, 1777
15 ani, Masculin, Rural, Ilfov, Anul 2023, Numar persoane, 1880
15 ani, Masculin, Rural, Dolj, Anul 2021, Numar persoane, 1573
15 ani, Masculin, Rural, Dolj, Anul 2022, Numar persoane, 1552
15 ani, Masculin, Rural, Dolj, Anul 2023, Numar persoane, 1639
15 ani, Masculin, Rural, Gorj, Anul 2021, Numar persoane, 941
15 ani, Masculin, Rural, Gorj, Anul 2022, Numar persoane, 904
15 ani, Masculin, Rural, Gorj, Anul 2023, Numar persoane, 883
15 ani, Masculin, Rural, Mehedinti, Anul 2021, Numar persoane, 697
15 ani, Masculin, Rural, Mehedinti, Anul 2022, Numar persoane, 687
15 ani, Masculin, Rural, Mehedinti, Anul 2023, Numar persoane, 723
15 ani, Masculin, Rural, Olt, Anul 2021, Numar persoane, 1208
15 ani, Masculin, Rural, Olt, Anul 2022, Numar persoane, 1144
15 ani, Masculin, Rural, Olt, Anul 2023, Numar persoane, 1130
15 ani, Masculin, Rural, Valcea, Anul 2021, Numar persoane, 949
15 ani, Masculin, Rural, Valcea, Anul 2022, Numar persoane, 956
15 ani, Masculin, Rural, Valcea, Anul 2023, Numar persoane, 957
15 ani, Masculin, Rural, Arad, Anul 2021, Numar persoane, 1157
15 ani, Masculin, Rural, Arad, Anul 2022, Numar persoane, 1159
15 ani, Masculin, Rural, Arad, Anul 2023, Numar persoane, 1187
15 ani, Masculin, Rural, Caras-Severin, Anul 2021, Numar persoane, 643
15 ani, Masculin, Rural, Caras-Severin, Anul 2022, Numar persoane, 625
15 ani, Masculin, Rural, Caras-Severin, Anul 2023, Numar persoane, 633
15 ani, Masculin, Rural, Hunedoara, Anul 2021, Numar persoane, 458
15 ani, Masculin, Rural, Hunedoara, Anul 2022, Numar persoane, 455
15 ani, Masculin, Rural, Hunedoara, Anul 2023, Numar persoane, 442
15 ani, Masculin, Rural, Timis, Anul 2021, Numar persoane, 1766
15 ani, Masculin, Rural, Timis, Anul 2022, Numar persoane, 1778
15 ani, Masculin, Rural, Timis, Anul 2023, Numar persoane, 1833
15 ani, Feminin, Total, Bihor, Anul 2021, Numar persoane, 3172
15 ani, Feminin, Total, Bihor, Anul 2022, Numar persoane, 3187
15 ani, Feminin, Total, Bihor, Anul 2023, Numar persoane, 3205
15 ani, Feminin, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 1751
15 ani, Feminin, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 1751
15 ani, Feminin, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 1779
15 ani, Feminin, Total, Cluj, Anul 2021, Numar persoane, 3201
15 ani, Feminin, Total, Cluj, Anul 2022, Numar persoane, 3230
15 ani, Feminin, Total, Cluj, Anul 2023, Numar persoane, 3311
15 ani, Feminin, Total, Maramures, Anul 2021, Numar persoane, 2653
15 ani, Feminin, Total, Maramures, Anul 2022, Numar persoane, 2616
15 ani, Feminin, Total, Maramures, Anul 2023, Numar persoane, 2586
15 ani, Feminin, Total, Satu Mare, Anul 2021, Numar persoane, 1942
15 ani, Feminin, Total, Satu Mare, Anul 2022, Numar persoane, 1928
15 ani, Feminin, Total, Satu Mare, Anul 2023, Numar persoane, 2050
15 ani, Feminin, Total, Salaj, Anul 2021, Numar persoane, 1211
15 ani, Feminin, Total, Salaj, Anul 2022, Numar persoane, 1171
15 ani, Feminin, Total, Salaj, Anul 2023, Numar persoane, 1206
15 ani, Feminin, Total, Alba, Anul 2021, Numar persoane, 1720
15 ani, Feminin, Total, Alba, Anul 2022, Numar persoane, 1726
15 ani, Feminin, Total, Alba, Anul 2023, Numar persoane, 1778
15 ani, Feminin, Total, Brasov, Anul 2021, Numar persoane, 2921
15 ani, Feminin, Total, Brasov, Anul 2022, Numar persoane, 3027
15 ani, Feminin, Total, Brasov, Anul 2023, Numar persoane, 3159
15 ani, Feminin, Total, Covasna, Anul 2021, Numar persoane, 1278
15 ani, Feminin, Total, Covasna, Anul 2022, Numar persoane, 1222
15 ani, Feminin, Total, Covasna, Anul 2023, Numar persoane, 1206
15 ani, Feminin, Total, Harghita, Anul 2021, Numar persoane, 1834
15 ani, Feminin, Total, Harghita, Anul 2022, Numar persoane, 1776
15 ani, Feminin, Total, Harghita, Anul 2023, Numar persoane, 1751
15 ani, Feminin, Total, Mures, Anul 2021, Numar persoane, 3012
15 ani, Feminin, Total, Mures, Anul 2022, Numar persoane, 2983
15 ani, Feminin, Total, Mures, Anul 2023, Numar persoane, 3069
15 ani, Feminin, Total, Sibiu, Anul 2021, Numar persoane, 2229
15 ani, Feminin, Total, Sibiu, Anul 2022, Numar persoane, 2191
15 ani, Feminin, Total, Sibiu, Anul 2023, Numar persoane, 2229
15 ani, Feminin, Total, Bacau, Anul 2021, Numar persoane, 3677
15 ani, Feminin, Total, Bacau, Anul 2022, Numar persoane, 3872
15 ani, Feminin, Total, Bacau, Anul 2023, Numar persoane, 3898
15 ani, Feminin, Total, Botosani, Anul 2021, Numar persoane, 2510
15 ani, Feminin, Total, Botosani, Anul 2022, Numar persoane, 2435
